time,dmm_a,lag_ms,rms_lsb,gain,flag,current_ma,status,addr,mean,pp,extra,raw
2026-08-01T10:18:58.175,0.874529,3,386.51,1,OK,810,NORMAL,6,848,1247,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=810,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=386.51,GAIN=1,FLAG=OK,MEAN=848,PP=1247"
2026-08-01T10:18:59.705,0.872210,3,386.24,1,OK,809,NORMAL,6,846,1229,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=809,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=386.24,GAIN=1,FLAG=OK,MEAN=846,PP=1229"
2026-08-01T10:19:01.205,0.966948,3,435.11,1,OK,913,NORMAL,6,954,1430,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=913,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=435.11,GAIN=1,FLAG=OK,MEAN=954,PP=1430"
2026-08-01T10:19:02.734,1.026477,3,458.57,1,OK,963,NORMAL,6,1010,1549,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=963,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=458.57,GAIN=1,FLAG=OK,MEAN=1010,PP=1549"
2026-08-01T10:19:04.265,1.021469,3,451.58,1,OK,948,NORMAL,6,994,1556,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=948,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=451.58,GAIN=1,FLAG=OK,MEAN=994,PP=1556"
2026-08-01T10:19:05.776,0.973297,3,436.35,1,OK,915,NORMAL,6,962,1504,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=915,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=436.35,GAIN=1,FLAG=OK,MEAN=962,PP=1504"
2026-08-01T10:19:16.416,0.818647,3,417.04,1,OK,874,NORMAL,6,919,1452,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=874,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=417.04,GAIN=1,FLAG=OK,MEAN=919,PP=1452 | IMHERE,ADDR=6"
2026-08-01T10:19:17.020,0.819089,216,388.68,1,OK,815,NORMAL,6,863,1360,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=815,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=388.68,GAIN=1,FLAG=OK,MEAN=863,PP=1360"
2026-08-01T10:19:18.517,0.816461,3,353.14,1,OK,740,NORMAL,6,786,1234,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=740,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=353.14,GAIN=1,FLAG=OK,MEAN=786,PP=1234"
2026-08-01T10:19:20.046,0.779771,3,341.48,1,OK,715,NORMAL,6,753,1158,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=715,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=341.48,GAIN=1,FLAG=OK,MEAN=753,PP=1158"
2026-08-01T10:19:21.575,0.771487,3,338.95,1,OK,710,NORMAL,6,746,1142,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=710,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=338.95,GAIN=1,FLAG=OK,MEAN=746,PP=1142"
2026-08-01T10:19:23.103,0.763523,3,334.31,1,OK,700,NORMAL,6,740,1136,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=700,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=334.31,GAIN=1,FLAG=OK,MEAN=740,PP=1136"
2026-08-01T10:19:24.604,0.758940,3,333.04,1,OK,697,NORMAL,6,730,1130,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=697,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=333.04,GAIN=1,FLAG=OK,MEAN=730,PP=1130"
2026-08-01T10:19:35.256,0.703843,3,330.19,1,OK,691,NORMAL,6,726,1114,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=691,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=330.19,GAIN=1,FLAG=OK,MEAN=726,PP=1114 | IMHERE,ADDR=6"
2026-08-01T10:19:35.860,0.704014,216,317.93,1,OK,664,NORMAL,6,697,1063,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=664,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=317.93,GAIN=1,FLAG=OK,MEAN=697,PP=1063"
2026-08-01T10:19:37.354,0.697134,3,303.96,1,OK,634,NORMAL,6,667,1020,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=634,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=303.96,GAIN=1,FLAG=OK,MEAN=667,PP=1020"
2026-08-01T10:19:38.885,0.693235,3,303.70,1,OK,633,NORMAL,6,666,1026,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=633,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=303.70,GAIN=1,FLAG=OK,MEAN=666,PP=1026"
2026-08-01T10:19:40.416,0.686048,3,299.70,1,OK,625,NORMAL,6,656,1020,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=625,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=299.70,GAIN=1,FLAG=OK,MEAN=656,PP=1020"
2026-08-01T10:19:41.946,0.679601,3,296.60,1,OK,618,NORMAL,6,648,1008,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=618,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=296.60,GAIN=1,FLAG=OK,MEAN=648,PP=1008"
2026-08-01T10:19:43.476,0.668693,3,291.16,1,OK,606,NORMAL,6,639,998,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=606,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=291.16,GAIN=1,FLAG=OK,MEAN=639,PP=998"
2026-08-01T10:19:44.976,0.658690,3,286.44,1,OK,597,NORMAL,6,626,984,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=597,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=286.44,GAIN=1,FLAG=OK,MEAN=626,PP=984"
2026-08-01T10:19:55.628,0.585495,3,279.41,1,OK,583,NORMAL,6,618,976,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=583,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=279.41,GAIN=1,FLAG=OK,MEAN=618,PP=976 | IMHERE,ADDR=6"
2026-08-01T10:19:56.231,0.585588,214,259.04,1,OK,543,NORMAL,6,565,852,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=543,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=259.04,GAIN=1,FLAG=OK,MEAN=565,PP=852"
2026-08-01T10:20:06.880,0.497800,3,252.89,1,OK,531,NORMAL,6,548,807,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=531,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=252.89,GAIN=1,FLAG=OK,MEAN=548,PP=807 | IMHERE,ADDR=6"
2026-08-01T10:20:07.483,0.496216,214,225.65,1,OK,478,NORMAL,6,487,738,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=478,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=225.65,GAIN=1,FLAG=OK,MEAN=487,PP=738"
2026-08-01T10:20:09.006,0.472584,3,199.90,1,BAD_INPUT,,,6,427,661,METER_CAL,"METER_CAL,ADDR=6,RMS=199.90,GAIN=1,FLAG=BAD_INPUT,MEAN=427,PP=661"
2026-08-01T10:20:10.506,0.453763,3,188.68,1,BAD_INPUT,,,6,405,629,METER_CAL,"METER_CAL,ADDR=6,RMS=188.68,GAIN=1,FLAG=BAD_INPUT,MEAN=405,PP=629"
2026-08-01T10:20:21.130,0.389602,3,184.96,1,OK,398,NORMAL,6,396,618,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=398,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=184.96,GAIN=1,FLAG=OK,MEAN=396,PP=618 | IMHERE,ADDR=6"
2026-08-01T10:20:21.732,0.389127,222,169.39,1,BAD_INPUT,,,6,357,533,"METER_CAL,IMHERE","METER_CAL,ADDR=6,RMS=169.39,GAIN=1,FLAG=BAD_INPUT,MEAN=357,PP=533 | IMHERE,ADDR=6"
2026-08-01T10:20:22.954,0.389805,3,160.19,1,OK,350,NORMAL,6,333,493,"R_TEST,METER_CAL","R_TEST,ADDR=6,CURRENT_MA=350,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=160.19,GAIN=1,FLAG=OK,MEAN=333,PP=493"
2026-08-01T10:20:23.557,0.390101,3,158.88,1,BAD_INPUT,,,6,333,500,METER_CAL,"METER_CAL,ADDR=6,RMS=158.88,GAIN=1,FLAG=BAD_INPUT,MEAN=333,PP=500"
2026-08-01T10:20:25.086,0.378724,3,153.89,1,BAD_INPUT,,,6,320,489,METER_CAL,"METER_CAL,ADDR=6,RMS=153.89,GAIN=1,FLAG=BAD_INPUT,MEAN=320,PP=489"
2026-08-01T10:20:35.708,0.339352,3,151.29,1,OK,332,NORMAL,6,315,485,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=332,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=151.29,GAIN=1,FLAG=OK,MEAN=315,PP=485 | IMHERE,ADDR=6"
2026-08-01T10:20:36.004,0.339365,214,131.94,1,BAD_INPUT,301,NORMAL,6,274,423,"METER_CAL,IMHERE,METER_TEST","METER_CAL,ADDR=6,RMS=131.94,GAIN=1,FLAG=BAD_INPUT,MEAN=274,PP=423 | IMHERE,ADDR=6 | METER_TEST,ADDR=6,CURRENT_MA=301,STATUS=NORMAL"
2026-08-01T10:20:36.607,0.339296,104,135.03,1,OK,,,6,276,420,METER_CAL,"METER_CAL,ADDR=6,RMS=135.03,GAIN=1,FLAG=OK,MEAN=276,PP=420"
2026-08-01T10:20:47.259,0.325197,3,137.18,1,OK,305,NORMAL,6,284,432,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=305,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=137.18,GAIN=1,FLAG=OK,MEAN=284,PP=432 | IMHERE,ADDR=6"
2026-08-01T10:20:47.862,0.324697,210,128.87,1,OK,289,NORMAL,6,280,443,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=289,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=128.87,GAIN=1,FLAG=OK,MEAN=280,PP=443"
2026-08-01T10:20:58.508,0.290118,3,118.81,1,OK,269,NORMAL,6,250,384,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=269,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=118.81,GAIN=1,FLAG=OK,MEAN=250,PP=384 | IMHERE,ADDR=6"
2026-08-01T10:20:59.110,0.290285,213,111.76,1,OK,255,NORMAL,6,237,363,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=255,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=111.76,GAIN=1,FLAG=OK,MEAN=237,PP=363"
2026-08-01T10:21:09.759,0.267322,3,106.37,1,OK,245,NORMAL,6,223,349,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=245,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=106.37,GAIN=1,FLAG=OK,MEAN=223,PP=349 | IMHERE,ADDR=6"
2026-08-01T10:21:10.056,0.267458,213,101.09,1,BAD_INPUT,226,NORMAL,6,213,332,"METER_CAL,IMHERE,METER_TEST","METER_CAL,ADDR=6,RMS=101.09,GAIN=1,FLAG=BAD_INPUT,MEAN=213,PP=332 | IMHERE,ADDR=6 | METER_TEST,ADDR=6,CURRENT_MA=226,STATUS=NORMAL"
2026-08-01T10:21:10.659,0.267012,105,96.94,1,OK,,,6,201,309,METER_CAL,"METER_CAL,ADDR=6,RMS=96.94,GAIN=1,FLAG=OK,MEAN=201,PP=309"
2026-08-01T10:21:12.189,0.264065,3,94.94,1,BAD_INPUT,,,6,198,306,METER_CAL,"METER_CAL,ADDR=6,RMS=94.94,GAIN=1,FLAG=BAD_INPUT,MEAN=198,PP=306"
2026-08-01T10:21:13.716,0.257691,3,92.92,1,BAD_INPUT,,,6,190,296,METER_CAL,"METER_CAL,ADDR=6,RMS=92.92,GAIN=1,FLAG=BAD_INPUT,MEAN=190,PP=296"
2026-08-01T10:21:15.217,0.256264,3,91.99,1,BAD_INPUT,,,6,188,294,METER_CAL,"METER_CAL,ADDR=6,RMS=91.99,GAIN=1,FLAG=BAD_INPUT,MEAN=188,PP=294"
2026-08-01T10:21:16.748,0.252660,3,89.75,1,BAD_INPUT,,,6,183,286,METER_CAL,"METER_CAL,ADDR=6,RMS=89.75,GAIN=1,FLAG=BAD_INPUT,MEAN=183,PP=286"
2026-08-01T10:21:18.276,0.249170,3,87.27,1,BAD_INPUT,,,6,177,277,METER_CAL,"METER_CAL,ADDR=6,RMS=87.27,GAIN=1,FLAG=BAD_INPUT,MEAN=177,PP=277"
2026-08-01T10:21:19.776,0.245447,3,86.02,1,BAD_INPUT,,,6,174,275,METER_CAL,"METER_CAL,ADDR=6,RMS=86.02,GAIN=1,FLAG=BAD_INPUT,MEAN=174,PP=275"
2026-08-01T10:21:21.277,0.242173,3,84.29,1,BAD_INPUT,,,6,167,268,METER_CAL,"METER_CAL,ADDR=6,RMS=84.29,GAIN=1,FLAG=BAD_INPUT,MEAN=167,PP=268"
2026-08-01T10:21:22.809,0.236340,3,80.25,1,BAD_INPUT,,,6,158,254,METER_CAL,"METER_CAL,ADDR=6,RMS=80.25,GAIN=1,FLAG=BAD_INPUT,MEAN=158,PP=254"
2026-08-01T10:21:24.369,0.230306,3,77.10,1,BAD_INPUT,,,6,151,244,METER_CAL,"METER_CAL,ADDR=6,RMS=77.10,GAIN=1,FLAG=BAD_INPUT,MEAN=151,PP=244"
2026-08-01T10:21:25.899,0.225970,3,74.22,1,BAD_INPUT,,,6,144,234,METER_CAL,"METER_CAL,ADDR=6,RMS=74.22,GAIN=1,FLAG=BAD_INPUT,MEAN=144,PP=234"
2026-08-01T10:21:27.426,0.222206,3,73.02,1,BAD_INPUT,,,6,143,231,METER_CAL,"METER_CAL,ADDR=6,RMS=73.02,GAIN=1,FLAG=BAD_INPUT,MEAN=143,PP=231"
2026-08-01T10:21:28.926,0.218906,3,70.16,1,BAD_INPUT,,,6,138,226,METER_CAL,"METER_CAL,ADDR=6,RMS=70.16,GAIN=1,FLAG=BAD_INPUT,MEAN=138,PP=226"
2026-08-01T10:21:30.458,0.216177,3,68.97,1,OK,171,LOW,6,135,219,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=171,STATUS=LOW | METER_CAL,ADDR=6,RMS=68.97,GAIN=1,FLAG=OK,MEAN=135,PP=219"
2026-08-01T10:21:31.989,0.211555,3,65.73,1,OK,165,LOW,6,128,210,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=165,STATUS=LOW | METER_CAL,ADDR=6,RMS=65.73,GAIN=1,FLAG=OK,MEAN=128,PP=210"
2026-08-01T10:21:33.517,0.208544,3,64.25,1,OK,162,LOW,6,127,208,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=162,STATUS=LOW | METER_CAL,ADDR=6,RMS=64.25,GAIN=1,FLAG=OK,MEAN=127,PP=208"
2026-08-01T10:21:35.048,0.201355,3,59.11,1,BAD_INPUT,,,6,118,193,METER_CAL,"METER_CAL,ADDR=6,RMS=59.11,GAIN=1,FLAG=BAD_INPUT,MEAN=118,PP=193"
2026-08-01T10:21:36.546,0.184321,133,56.80,1,OK,148,LOW,6,114,184,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=148,STATUS=LOW | METER_CAL,ADDR=6,RMS=56.80,GAIN=1,FLAG=OK,MEAN=114,PP=184"
2026-08-01T10:21:38.080,0.189819,3,53.85,1,OK,142,LOW,6,109,171,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=142,STATUS=LOW | METER_CAL,ADDR=6,RMS=53.85,GAIN=1,FLAG=OK,MEAN=109,PP=171"
2026-08-01T10:21:39.608,0.187209,3,52.14,1,BAD_INPUT,,,6,106,172,METER_CAL,"METER_CAL,ADDR=6,RMS=52.14,GAIN=1,FLAG=BAD_INPUT,MEAN=106,PP=172"
2026-08-01T10:21:41.139,0.185195,3,49.47,1,OK,133,LOW,6,100,163,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=133,STATUS=LOW | METER_CAL,ADDR=6,RMS=49.47,GAIN=1,FLAG=OK,MEAN=100,PP=163"
2026-08-01T10:21:42.668,0.181739,3,48.56,1,BAD_INPUT,,,6,99,159,METER_CAL,"METER_CAL,ADDR=6,RMS=48.56,GAIN=1,FLAG=BAD_INPUT,MEAN=99,PP=159"
2026-08-01T10:21:44.198,0.178577,3,47.49,1,OK,129,LOW,6,95,154,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=129,STATUS=LOW | METER_CAL,ADDR=6,RMS=47.49,GAIN=1,FLAG=OK,MEAN=95,PP=154"
2026-08-01T10:21:45.727,0.173511,3,44.66,1,OK,124,LOW,6,89,143,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=124,STATUS=LOW | METER_CAL,ADDR=6,RMS=44.66,GAIN=1,FLAG=OK,MEAN=89,PP=143"
2026-08-01T10:21:47.258,0.171400,3,43.82,1,OK,122,LOW,6,86,142,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=122,STATUS=LOW | METER_CAL,ADDR=6,RMS=43.82,GAIN=1,FLAG=OK,MEAN=86,PP=142"
2026-08-01T10:21:48.816,0.169749,3,42.73,1,BAD_INPUT,,,6,84,138,METER_CAL,"METER_CAL,ADDR=6,RMS=42.73,GAIN=1,FLAG=BAD_INPUT,MEAN=84,PP=138"
2026-08-01T10:21:50.319,0.169447,3,42.76,1,BAD_INPUT,,,6,83,138,METER_CAL,"METER_CAL,ADDR=6,RMS=42.76,GAIN=1,FLAG=BAD_INPUT,MEAN=83,PP=138"
2026-08-01T10:21:51.818,0.166575,3,40.74,1,BAD_INPUT,,,6,77,128,METER_CAL,"METER_CAL,ADDR=6,RMS=40.74,GAIN=1,FLAG=BAD_INPUT,MEAN=77,PP=128"
2026-08-01T10:21:53.348,0.165677,3,41.04,1,BAD_INPUT,,,6,79,132,METER_CAL,"METER_CAL,ADDR=6,RMS=41.04,GAIN=1,FLAG=BAD_INPUT,MEAN=79,PP=132"
2026-08-01T10:21:54.846,0.163020,3,39.25,1,BAD_INPUT,,,6,73,123,METER_CAL,"METER_CAL,ADDR=6,RMS=39.25,GAIN=1,FLAG=BAD_INPUT,MEAN=73,PP=123"
2026-08-01T10:21:56.378,0.160846,3,37.64,1,BAD_INPUT,,,6,71,121,METER_CAL,"METER_CAL,ADDR=6,RMS=37.64,GAIN=1,FLAG=BAD_INPUT,MEAN=71,PP=121"
2026-08-01T10:21:57.876,0.158398,3,36.68,1,BAD_INPUT,,,6,67,116,METER_CAL,"METER_CAL,ADDR=6,RMS=36.68,GAIN=1,FLAG=BAD_INPUT,MEAN=67,PP=116"
2026-08-01T10:21:59.408,0.156331,3,35.75,1,BAD_INPUT,,,6,65,114,METER_CAL,"METER_CAL,ADDR=6,RMS=35.75,GAIN=1,FLAG=BAD_INPUT,MEAN=65,PP=114"
2026-08-01T10:22:00.910,0.155183,3,35.36,1,BAD_INPUT,,,6,63,110,METER_CAL,"METER_CAL,ADDR=6,RMS=35.36,GAIN=1,FLAG=BAD_INPUT,MEAN=63,PP=110"
2026-08-01T10:22:02.438,0.154108,3,35.43,1,BAD_INPUT,,,6,62,109,METER_CAL,"METER_CAL,ADDR=6,RMS=35.43,GAIN=1,FLAG=BAD_INPUT,MEAN=62,PP=109"
2026-08-01T10:22:03.936,0.152531,10,34.03,1,BAD_INPUT,,,6,58,105,METER_CAL,"METER_CAL,ADDR=6,RMS=34.03,GAIN=1,FLAG=BAD_INPUT,MEAN=58,PP=105"
2026-08-01T10:22:05.469,0.149629,3,32.16,1,BAD_INPUT,,,6,54,99,METER_CAL,"METER_CAL,ADDR=6,RMS=32.16,GAIN=1,FLAG=BAD_INPUT,MEAN=54,PP=99"
2026-08-01T10:22:06.998,0.145928,3,31.07,1,BAD_INPUT,,,6,48,92,METER_CAL,"METER_CAL,ADDR=6,RMS=31.07,GAIN=1,FLAG=BAD_INPUT,MEAN=48,PP=92"
2026-08-01T10:22:08.498,0.143096,3,28.98,1,BAD_INPUT,,,6,45,88,METER_CAL,"METER_CAL,ADDR=6,RMS=28.98,GAIN=1,FLAG=BAD_INPUT,MEAN=45,PP=88"
2026-08-01T10:22:09.999,0.140422,3,27.44,1,BAD_INPUT,,,6,40,80,METER_CAL,"METER_CAL,ADDR=6,RMS=27.44,GAIN=1,FLAG=BAD_INPUT,MEAN=40,PP=80"
2026-08-01T10:22:11.558,0.137718,3,25.94,1,BAD_INPUT,,,6,38,77,METER_CAL,"METER_CAL,ADDR=6,RMS=25.94,GAIN=1,FLAG=BAD_INPUT,MEAN=38,PP=77"
2026-08-01T10:22:13.059,0.134558,3,23.71,1,BAD_INPUT,,,6,34,70,METER_CAL,"METER_CAL,ADDR=6,RMS=23.71,GAIN=1,FLAG=BAD_INPUT,MEAN=34,PP=70"
2026-08-01T10:22:14.589,0.129911,3,20.05,1,BAD_INPUT,,,6,28,62,METER_CAL,"METER_CAL,ADDR=6,RMS=20.05,GAIN=1,FLAG=BAD_INPUT,MEAN=28,PP=62"
2026-08-01T10:22:16.119,0.126698,3,20.14,1,BAD_INPUT,,,6,25,57,METER_CAL,"METER_CAL,ADDR=6,RMS=20.14,GAIN=1,FLAG=BAD_INPUT,MEAN=25,PP=57"
2026-08-01T10:22:17.679,0.124240,3,18.60,1,BAD_INPUT,,,6,22,53,METER_CAL,"METER_CAL,ADDR=6,RMS=18.60,GAIN=1,FLAG=BAD_INPUT,MEAN=22,PP=53"
2026-08-01T10:22:19.238,0.120225,3,15.21,1,BAD_INPUT,,,6,18,47,METER_CAL,"METER_CAL,ADDR=6,RMS=15.21,GAIN=1,FLAG=BAD_INPUT,MEAN=18,PP=47"
2026-08-01T10:22:20.802,0.118184,3,14.71,1,BAD_INPUT,,,6,16,42,METER_CAL,"METER_CAL,ADDR=6,RMS=14.71,GAIN=1,FLAG=BAD_INPUT,MEAN=16,PP=42"
